,source,sentence1,sentence2,labels.label
6307,korsts_val,경주 중에 지나가는 모터크로스 운전자,경주용 자동차 운전자는 그의 인생 경주를 보여준다.,1.9
6334,korsts_val,"별들이 회전하고 있지만, 그것이 그들의 안정성의 원인은 아니다.",별들은 그들이 형성한 가스의 각운동량 때문에 회전한다.,2.2
6335,korsts_val,실제로 안드로메다 은하(m31 )와 은하수(mw )는 충돌로 가는 길에 있는 것으로 보인다.,"몇 십억 년 안에, 은하수와 안드로메다는 충돌할 것이다.",2.4
6336,korsts_val,"짧은 대답은: 우리는 많은 별들이 기여한 ""것""들로 만들어집니다.",우리가 단 하나의 별에서 나온 것으로 만들어진다는 것은 매우 가능성이 없다.,1.9
6345,korsts_val,"당신의 정의에 따르면, 연성계(따라서 일부 중력체 근처에)에 형성된 별은 일반화된 행성이다.",일반화된 행성에 대한 당신의 정의의 주요 결함은 별과 행성 사이의 경계일 것입니다.,1.8
6346,korsts_val,별들 사이의 거리를 계산하는 데 사용되는 방법은 3차원 삼각법이다.,두 별들 사이의 각과 떨어져 있는 거리를 알고 있다면 2차원 삼각법만 있으면 된다.,2.1
6353,korsts_val,사회불안장애를 가진 사람이 외향적인 사람이라고 상상하는 것은 꽤 어렵다.,"표면적으로는, 그것은 사회불안 장애와 외향성이 같은 사람에 존재해서는 안 된다고 보인다.",2.4
6368,korsts_val,나는 스테이크를 냉동지에 개별적으로 싸서 지퍼락 냉동 가방에 넣는다.,플라스틱으로 잘 감싼 다음(개별 ) 냉동 가방에 넣으세요.,2.0
6388,korsts_val,나는 이 문구를 영어로 들은 적이 없다는 점에서 다른 사람들(그리고 당신)과 동의한다.,나는 당신이 언급한 문구를 듣거나 본 적이 없다.,1.8
6391,korsts_val,"나 또한 상태에 대한 언급을 셀 수 없는 것으로 보지만, 그것은 나에게 별로 말이 되지 않는다.",상태가 셀 수 있는 경우가 몇 가지 있다.,2.0
6406,korsts_val,여러분이 할 수 있는 많은 팔굽혀펴기 종류들이 있고 그것들은 모두 다른 근육 체계를 자극합니다.,"밖에는 몇 가지 다른 팔굽혀펴기 종류들이 있으며, 대부분은 독특한 이점을 제공합니다.",2.3
6441,korsts_val,미국은 군사력 때문에 세계에서 가장 강력한 나라이다.,미국은 지역으로 세계에서 5대 국가 중 하나입니다.,1.8
6443,korsts_val,"여왕은 여왕 섭정(주권자)이나 여왕의 배우자를 모두 지칭할 수 있지만, 왕은 항상 주권자였다.","여왕의 배우자를 ""왕""이라고 부르지 않는 것은 아주 좋은 이유가 있다. 왜냐하면 그들은 왕이 아니기 때문이다.",2.4
6447,korsts_val,나는 그것들이 발굴 장소나 박물관을 위한 그리스 티켓이라고 추측한다.,그것은 정말로 박물관이나 들판으로 가는 그리스 티켓처럼 보인다.,2.3
6456,korsts_val,문법성을 보존하는 것과 문장의 의미를 보존하는 것은 두 가지 다른 것이다.,"사실, 당신이 의미를 보존하는 것에 관심이 없다면, 여러분은 상당히 많이 제거하고도 문법성을 유지할 수 있습니다.",1.8
6487,korsts_val,내 의견은 아이가 그것을 요구하기를 기다리는 것이다.,내 의견은 그 아이가 이것에 대한 욕망을 표현할 때까지 기다리는 것이다.,3.2
6491,korsts_val,"네, 쌍둥이는 그들만의 언어를 개발할 수 있지만, 그것은 주어진 언어가 아닙니다.","여기 형제 쌍둥이와 함께 본 것이 있습니다. 말하는 법을 배우는 동안, 모든 아이들은 그들만의 방언을 개발합니다.",1.8
6492,korsts_val,"네가 무엇을 하든, 그것이 아프다는 것을 그에게 보여주기 위해 그를 물지 마라.","우리는 항상 우리 아이들을 가볍게 입에 물었고, 따라서 그의 입이 너를 아프게 하는 것이라는 것을 그에게 보여주었다.",2.2
6494,korsts_val,나는 아기의 대화가 언어발달에 도움이 되거나 해롭다는 것을 보여주는 확실한 증거를 알지 못한다.,아기 말은 올바르게 사용되면 말 발달에 이롭다.,2.0
6499,korsts_val,"치즈는 매우 건강하고 임신 중에도 좋지만, 어떤 종류는 심각한 문제를 일으킬 수 있는 리스테리아를 포함할 수 있다.","언급된 바와 같이, 치즈의 문제는 리스테리아의 잠재력이다.",1.8
6516,korsts_val,"그것은 마치 당신의 고양이가 무언가에 대해 화가 난 것처럼 들리고, 그것을 당신에게 전달하려고 노력하는 것처럼 들린다.",뭔가가 당신의 고양이를 괴롭히고 있고 그는 그것을 좋아하지 않는다.,1.8
6517,korsts_val,나는 대부분의 고양이들이 사람들을 많이 핥지 않는다는 것을 알아차렸다.,고양이는 모든 종류의 이유에 기초하여 사람을 핥을 수도 있고 핥지 않을 수도 있다.,2.1
6534,korsts_val,아리스토텔레스는 우주 그 자체의 중심에 세계를 두지 않았다.,왜 아리스토텔레스는 지구를 무한 우주의 중심에 놓은 것일까?,2.7
6535,korsts_val,나는 실증주의가 대부분 좌파 철학자들의 입장이라고 생각하지 않는다.,나는 실증주의가 좌파 이데올로기와 일상적으로 연관되어 있다고 확신하지 않는다.,2.8
6536,korsts_val,어떤 존재에게는 비 물리적인 존재가 있을 수 있지만 당신의 마음속에는 있지 않을 수 있습니다.,모든 비물질적인 것들이 마음속에 존재하는 것은 아니기 때문에 그 차이는 크다.,2.0
6540,korsts_val,"접근성과 ""결정""에 대한 한 가지 이해 하에서, 당신의 접근성 관계는 당신의 공리에 의해 결정된다는 것이 사실입니다.",접근성은 당신이 작업하고 있는 모달 논리의 공리에 의해 결정된다.,2.4
6550,korsts_val,"여행용 삼각대가 필요할 때, 나는 또한 트레크포드를 선택했다.",여러분의 필요를 충족시킬 수 있는 대안적인 삼각대는 트레크포드입니다.,2.3
6569,korsts_val,연방정부 결혼보호법은 헌법 9조와 10조의 개정안만큼 완전한 신앙과 신용 조항을 시험하지 않는다.,의회 법령으로서의 결혼보호법은 헌법의 완전한 신앙과 신용 조항을 위반할 수 없었다.,2.2
6570,korsts_val,공무원들은 법이 그들이 할 수 있도록 허용하기 때문에 노조를 만들 수 있다.,공무원들이 노조를 만들 수 있는 법적 이유는 다른 곳에서 설명되어 왔다.,2.8
6571,korsts_val,미국은 특정한 순서가 없는 몇 가지 이유로 더 작은 지하 경제를 가지고 있는 것으로 보인다.,미국에는 지하 경제를 이끄는 세 가지 주요 요인이 있다.,2.0
6573,korsts_val,대통령은 독일인들에게 그렇게 중요한 것은 아니다.,독일 대통령의 기능은 거의 그냥 대표직인 것이다.,1.9
6574,korsts_val,다수결의 원칙 체계에서 두 개 이상의 당사자를 유지하는 것은 어렵습니다.,"다수결의 원칙'은 두 정당을 선호하지만, 그것은 확실히 제3자의 소외를 보장하지 않는다.",1.9
6587,korsts_val,"주제 연구를 시작하기 전에, 무엇을 성취하고 싶은지 알아내라.","유진이 제안했듯이, 무엇을 이루고 싶은지 알아내려고 노력하세요.",2.0
6611,korsts_val,"나는 ""가장 광범위한""이라는 별명이 도로시 존스 하이트의 언어에 적용되어야 한다는 것에 동의하지 않는다.","가장 광범위한 불칸 언어는 60년대 팬들에 의해 만들어졌는데, 특히 언어학자인 도로시 존스 하이트에 의해 만들어졌다.",1.9
6629,korsts_val,"네, 팀은 볼링과 타격 모두에 같은 선수를 사용할 수 있습니다.",슈퍼 오버에서는 볼링 / 타격을 위해 어떤 선수를 선택할 수 있는지 결정하는 규칙이 없습니다.,1.8
6630,korsts_val,그것은 단순히 볼링 된 공의 수를 취한 삼주문 수로 나눈 것입니다.,볼링 타격률은 볼링 선수에게 사용된 삼주문 당 볼링 된 볼의 평균 수로 정의됩니다.,2.5
6650,korsts_val,후반전을 전반전보다 1-2분 더 빨리 운영하는 것을 선호한다.,나는 전반전에는 확실히 약간 더 느리게 갈 것이다.,2.1
6652,korsts_val,대부분의 경우 어느 미국 영사관에서도 지원할 수 있습니다.,일반적으로 당신은 당신의 거주지에 있는 미국 영사관에 지원해야 합니다.,2.6
6688,korsts_val,"그것은 거대한 검은 눈입니다,라고 1986년도부터 가족이 출판물을 다룬 출판사 작가인 Arthur ochs sulzberger jr는 말했다.",이것은 거대한 검은 눈입니다.라고 신문의 발행인인 Arthur sulzberger는 스캔들에 대해 말했습니다.,2.0
6690,korsts_val,"RT 존스 분석가 줄리 니만은 그랜트가 ""우리 모두가 끌어들이고 있는 사람이다""라고 말했다.","그는 매우 좋은 평판을 가지고 있습니다. ""RT Jones 분석가 Juli Niemann은 그랜트에 대해 말했습니다.",2.7
6691,korsts_val,"중요한 질문은 전쟁에 대한 유엔의 승인에 대한 책임을 주도함으로써 워싱턴을 격분시킨 프랑스가 ""예""를 투표할 것인지 아니면 기권할 것인지였다.",유엔의 전쟁 승인에 대한 책임을 주도함으로써 워싱턴을 격분시킨 프랑스도 변화를 모색했다.,2.5
6695,korsts_val,"14살의 노스캐롤라이나 주 벨몬트 출신의 톰 카스머는 어제 대회 동안 ""지스티""처럼 들리는 단어를 들었다.","미국 벨몬트 에 있는 학교에 다니는 14세의 전국 철자 결승 진출자는 수요일 경기 동안 ""지스티""처럼 들리는 단어를 들었다.",2.6
6696,korsts_val,예산 분석은 시의회와 블룸버그 행정부 간의 협상이 가열되면서 이루어졌다.,시장과 시의회 간의 예산 협상이 활발히 진행되고 있다.,1.9
6697,korsts_val,"또한 증가된 위험은 약물이나 암, 당뇨병, 에이즈와 같은 질병에 의해 억제되는 면역 체계를 가진 사람들입니다.",또한 질병이나 의약품으로 인해 면역 체계가 억제된 사람들이 증가된 위험입니다.,3.2
6698,korsts_val,콜라 주식은 목요일 44.01달러에 뉴욕 증권거래소를 마감했다.,뉴욕 증권거래소의 오전 거래에서 코카콜라 주식은 34센트 하락한 43.67달러를 기록했다.,2.8
6700,korsts_val,일반적으로 원하지 않으며 종종 포르노 또는 사기 의도로 스팸은 성가신 방해와 산만함입니다. 게이츠는 글을 쓰고 펀치 라인을 위해 우리를 준비하게 합니다.,"일반적으로 원하지 않는 - 그리고 종종 포르노 또는 사기 의도로 - 스팸은 성가신 방해와 산만함, ""게이트는 씁니다.",1.9
6701,korsts_val,소매상은 고객과 동료들의 의견을 듣고 결정에 이르렀다고 말했다.,"이 결정은 ""고객과 동료들의 말을 듣고"" 월마트 대변인인 멜리사 베리힐이 말했다.",1.9
6702,korsts_val,"팔코너 경은 그 변화를 ""법원, 검찰청, 경찰이 우려하는 한 새로운 시작""이라고 환영했다.","법원, 검찰청 및 경찰이 우려하는 한 새로운 시작이며 형사 사법 제도가 더 잘 작동하도록 합니다.",2.1
6704,korsts_val,금요일에 비즈니스 위크의 온라인 판이 월드콤과 그 종파가 이르면 월요일에 합의안을 발표할 수 있다고 보도했습니다.,비즈니스위크 온라인은 이르면 5월 19일 월요일에 합의가 이루어질 수 있다는 것을 알게 되었다.,2.1
6707,korsts_val,프랭크 콰트론은 결백하다라고 케커는 성명에서 말했다.,콰트론 변호사 존 W. 케커는 그의 의뢰인이 결백하다고 말했다.,3.0
6708,korsts_val,"달러화는 엔화 대비 116.92엔, 구간에서 평평했고, 스위스 프랑에 대하여 1.2891로 이 또한 평평했다.","달러화는 116.78엔 jpy = , 사실상 세션에서 평평했고 스위스 프랑 Chf = , 0.1% 하락한 1.2871달러에 거래되었다.",2.2
6709,korsts_val,독일은 이탈리아에 오는 외국인 방문객의 40% 이상을 차지한다.,독일은 이탈리아에 온 외국인 관광객의 4분의 1 이상과 호텔 예약의 40% 이상을 차지한다.,3.2
6711,korsts_val,부시 대통령은 반세기 동안 비밀로 유지되었을 아버지의 대통령 도서관에 자신의 논문을 저장하려고 했습니다.,텍사스에서 공공 감시 단체들은 부시 대통령의 논문을 반세기 동안 비밀로 유지했을 아버지의 대통령 도서관에 보관하려는 부시 대통령의 노력에 반대했다.,2.4
6712,korsts_val,"이것은 합리적인 퓨리피플러스와 통합되며 개발자들이 지원 버전의 Java, Visual C # 및 Visual Basic .net에서 작업할 수 있게 합니다.","IBM은 합리적인 제품들이 또한 합리적인 퓨리피플러스와 통합되어 개발자들이 자바, 비주얼 C #, 비주얼 베이스 .net에서 일할 수 있게 해 주었다고 말했다.",3.0
6714,korsts_val,시위자들은 그 나라의 강경파 수립의 종식과 최고 지도자인 카메네이의 죽음을 요구해 왔다.,시위자들은 그 나라의 최고 지도자인 강경파 아야톨라 알리 카메네이를 비난했다.,2.5
6716,korsts_val,"싱가포르는 이미 미국의 12위의 무역 상대국으로, 양방향 무역은 총 340억 달러 이상이다.",비록 작은 도시국가이지만 싱가포르는 작년 무역액이 334억 달러인 미국의 12번째로 큰 무역 상대국이다.,2.4
6717,korsts_val,"9/11 이후, 코놀리는 요원들이 알바유미를 조사하는 데 수천 시간을 보냈다고 말했다.",코놀리는 샌디에고와 해외의 FBI 요원들이 알바유미를 조사하는 데 수천 시간을 보냈다고 말했다.,2.8
6720,korsts_val,이 결정은 분명히 잘못되었습니다.FTC 회장 티모시 무리스는 서면 성명서에서 말했다.,이번 결정은 분명히 잘못되었다라고 팀 무리스 FTC 회장은 말했다.,3.2
6722,korsts_val,그는 그 개념에 거의 노력을 기울이지 않았기 때문에 비현실적으로 보일 수도 있다고 주장한다.,"이 제안은 우주 프로그램과 비교할 때 겸손하며, 거의 노력하지 않았기 때문에 비현실적으로 보일 수 있습니다.
main-news	MSRpar	2012test	0200	3.000	네, 어제 맨해튼 뉴욕 카운티 대법원에서 소송을 제기했습니다.	그 소송은 뉴욕 카운티의 대법원에 제기되었다.
main-news	MSRpar	2012test	0205	4.000	그는 앳킨슨의 현재 연봉 361,400달러에서 연 395,000달러를 받을 것이다.	다이네스는 연 39만 5천 달러를 지불 받을 것이다; 앳킨슨의 연봉은 36만 1,400달러이다.
main-news	MSRpar	2012test	0210	4.333	그의 딸 니나 악셀로드는 관련 언론에 그가 잠결에 죽었다고 말했다. 심장마비로 보인다.	그의 딸 니나 악셀로드는 악셀로드는 심부전으로 잠을 자다가 죽었다""라고 말했다.",2.5
6723,korsts_val,2002년 전복 사고는 교통사고 사망자의 82%를 차지했다고 이 기관은 말했다.,NHTSA는 전복 사고의 사망자가 2002년 82%의 증가를 차지했다고 말했다.,3.0
6724,korsts_val,"파운드화는 달러 대비 진전을 이루었으며, 1.6789달러로 3년 만에 최고치를 기록했다.",영국 파운드화는 달러화 대비 1% 상승한 1.6672달러로 힘을 자랑했다.,2.6
6727,korsts_val,"목요일 초에, 피플소프트는 오라클로부터의 요청되지 않은 입찰을 공식적으로 거절했다.","목요일 아침, peoplesoft의 이사회는 신탁 인수 제안을 거절했다.",2.3
6729,korsts_val,허베이의 사례가 농촌에 얼마나 많은지 말하지 않은 전문가 누구는.,"허베이는 191건의 사례와 8건의 사망자를 보고했지만, 전문가 누구는 시골 지역에 얼마나 많이 있는지는 말하지 않았다.",2.7
6731,korsts_val,그들은 그 사건이 조사될 때 이민법 위반에 대해 억류되고 있다.,두 남성 모두 행정 이민 위반에 대한 조사를 위해 구금되고 있다.,2.6
6735,korsts_val,증권 거래 위원회도 콜라에 대한 비공식적인 조사를 시작했다.,연방 수사는 증권 거래 위원회의 비공식 조사와는 별개입니다.,2.0
6736,korsts_val,5개의 홀이 남겨진 상태에서 리더보드 위에 묶여 있던 이잔젠은 68타로 경기를 마치고 6위로 동점을 이뤘다.,5개의 홀이 남겨진 채 리더보드 상위권에 묶인 이잔젠은 68타로 마무리되어 269타로 밥 크레인(67점)과 6위를 차지했다.,3.0
6737,korsts_val,"테넷은 11월 이후, 제프리 바바코 전 최고 경영자가 ""이 회사는 가장 아픈 의료보험 환자들에 대한 더 높은 지불을 촉발시키기 위해 공격적인 가격 책정을 사용했다""라고 말한 이후부터 꼼꼼히 조사되어 왔다.","11월, 당시 최고 경영자였던 제프리 브라바코는, 그 회사가 가장 아픈 의료 환자들에 대해 더 높은 지불을 얻기 위해 공격적인 가격 책정을 사용했다고 말했다.",3.0
6738,korsts_val,도슨은 월요일 그의 고향인 메릴랜드에서 체포되어 살인 혐의로 기소되었다.,21세의 도슨은 이후 데니의 살인 혐의로 기소되었다.,2.2
6739,korsts_val,"이 은행은 또한 이 제안이 2003년 9월 30일까지 드랙스의 고위 은행, 고위 채권 보유자, 헤징 은행들의 합의에 따른 것이라고 말했다.","이 제안은 또한 골드만삭스가 9월 30일까지 드랙스의 고위 은행, 고위 채권 보유자, 헤징 은행들과 합의를 맺는 것을 조건으로 한다.",2.9
6740,korsts_val,그들은 6주 이상 상점에 있었습니다.카니가 말합니다.,"계간지는 보통 6주에서 8주 사이에 상점에 머무릅니다. ""카니는 덧붙였다.",2.8
6741,korsts_val,세계 최대의 소프트웨어 회사는 여러 개의 패치가 기업에 제기하는 어려움을 인식하고 업데이트를 적용하기 쉽게 하기 위해 착수했다고 말했습니다.,세계 최대의 소프트웨어 회사는 여러 개의 패치가 이를 적용하려는 기업들에게 제기한 어려움을 인정했다고 말했다.,3.1
6742,korsts_val,"그러나 IDC 분석가인 존 맥카더는 ""매년 그리고 지난 2분기 동안 가격 하락은 연중 30% 이하로 유지되었다""라고 말했다.",맥카더는 인터넷뉴스닷컴의 가격 하락이 완화되었고 지난 2분기 동안 전년도보다 30% 이하로 유지되었다고 말했다.,2.6
6743,korsts_val,"푸틴은 사우디 아라비아를 ""가장 중요한 이슬람 국가 중 하나""라고 환영했다.","회의 전에, 푸틴은 러시아가 사우디 아라비아를 주요 이슬람 국가로 간주한다고 말했다.",2.8
6744,korsts_val,"전국의 항소 법원은 이 문제에 대해 다른 판결을 내렸고, 경우에 따라 10개의 계명을 공개하고 다른 경우에 금지하도록 했습니다.",하급 법원은 이 문제에 대해 분열을 일으켜 어떤 경우에는 10가지 계명을 묘사하고 다른 경우에는 묘사하지 못하게 했다.,2.7
6745,korsts_val,그는 화요일 밤 전국적인 수색 끝에 아틀란타의 한 북서쪽 타이어 가게에서 체포되었다.,"그는 월요일 밤, 경찰이 제보를 받아 행동함으로써 조지아주 아틀란타에서 체포되었다.",2.3
6746,korsts_val,그 노력은 부시 행정부가 정부 서비스에서 종교 단체의 역할을 확대하려는 가장 최근의 노력이다.,7월 10일 - 정부 서비스에서 종교 단체의 역할을 확대하려는 부시 행정부의 최근 노력은 마약 방지 프로그램에 교회에 기반을 둔 청소년 단체들을 가입시킨다.,2.0
6747,korsts_val,"블룸버그 자료에 따르면, 4월 말에 터너가 보유한 1억 1,590만 주 절반 이상을 주식으로 나타낸다.",그 판매는 터너 씨가 4월 말에 보유한 1억 1천590만 주 중 약 52%를 차지한다.,2.1
6748,korsts_val,"시리우스는 ""모든 것으로 간주되는"", ""아침 판""과 같은 인기 있는 쇼는 포함하지 않지만, 전국적인 공영 라디오를 방송한다.","시리우스는 최근, XM이 푸우 푸우로 만든 전국적인 공영 라디오를 보유하기 시작했다. 그것은 고려된 모든 것들과 아침판과 같은 인기 있는 쇼들을 포함하지 않기 때문이다.",2.7
6749,korsts_val,마흐무드는 직계가족을 제외한 모든 이들에게 사담에 대한 접근을 통제했다고 펜타곤 관계자들은 말했다.,마흐무드는 사담 후세인에 대한 접근을 통제했고 자주 그의 편에 섰다.,1.8
6750,korsts_val,"2000년 인구 조사에 따르면, 롱 비치의 히스패닉 또는 라틴계 인구는 35.8%로 기록되었습니다.","인구조사국에 따르면, 히스패닉 인구는 2000년 4월 인구 조사 수치보다 9.8% 증가했다고 한다.",2.0
6751,korsts_val,1994년 쇼 시작 이후 존 카터 박사를 연기한 배우 노아 와일은 2004-2005시즌을 통해 쇼와 계약을 연장했다.,1994년 시리즈가 시작된 이래로 존 카터 박사를 연기해온 노아 와일은 프로듀서 워너 브라더스와의 계약에 1년 연장을 사인했다.,2.6
6753,korsts_val,미군은 최근 아프가니스탄 남부에서 일련의 공격으로 총격을 받은 후 거의 20명의 탈레반 무장 세력을 살해했다.,미군은 아프가니스탄 남부에서 탈리반 무장세력으로 의심되는 미군 20여 명을 호송이 공격당한 후 살해했다고 일요일 군이 밝혔다.,3.0
6754,korsts_val,"그것은 메인의 주요 승리이며, 다른 주들의 주요 승리입니다.	메인 프로그램은 다른 주들의 모델이 될 수 있다.
main-news	MSRpar	2012test	0483	3.000	엠브레이어 제트기는 2006년 9월까지 인도될 예정이다.	폭격기와 포격기는 2006년 9월까지 미국 항공사로 인도될 것이다.
main-news	MSRpar	2012test	0488	3.000	나는 세계 초강대국에 의해 강제로 추방 당하고 있다고 말할 수 있다.""그는 말했다.",나는 세계의 초강대국에 의해 강제로 추방 당하고 있다.테일러는 그의 집에서 비디오로 녹화된 연설에서 말했다.,2.2
6755,korsts_val,"조사관들은 캠벨의 개인적, 재정적인 문제의 거의 모든 측면을 꼼꼼하게 조사해왔다고 캠벨은 인정했다.","조사관들은 캠벨의 개인적, 재정적인 문제의 거의 모든 측면을 계속해서 조사하고 있다라고 전 시장은 말했다.",2.9
6756,korsts_val,"매출은 1년 전 6,10.6백만 달러에서 6,16.5백만 달러로 증가했다.",매출은 610.6백만 달러에서 61650만 달러로 약간 증가했습니다.,2.9
6758,korsts_val,아이오와 주 운동 감독인 브루스 반 드 벨데와 모건은 의견을 말할 수 없었다.,아이오와 주 운동 감독 브루스 반 드 벨데는 레보에게 제안이 만들어졌는지 인정하지 않을 것이다.,2.3
6759,korsts_val,"수컷 독수리는 목요일 이른 아침에 한 동물원 사육사에 의해 발견되었는데, 그의 복부에 심한 찔린 상처로 고통받고 있습니다.","줄리 메이슨 대변인은 ""금요일 이른 목요일에 사육사가 발견한 21살의 독수리는 복부와 등에 심한 펑크가 났다""라고 말했다.",1.9
6761,korsts_val,휘틀리의 변호사인 마크 가버는 다른 견해를 가지고 있었다.,"휘틀리의 변호사인 마크 가버는 판결이 ""큰 승리""라고 불렀다.",2.1
6764,korsts_val,예술가들은 이 계획이 가장 도움이 필요한 사람들에게 해를 끼칠 것을 우려한다. - 쇼를 준비하는 데 어려움을 겪는 공연자들,"예술가들은 이 계획이 프랑스 문화에 해를 끼칠 것이며, 가장 도움이 필요한 사람들에게 벌을 줄 것이라고 합니다. - 일을 준비하는 데 어려움을 겪는 공연자들",3.2
6766,korsts_val,연방 항소법원은 화요일 정부가 2001년 9월 11의 여파로 구금된 700명 이상의 사람들의 이름을 보류할 수 있다고 판결했다.,연방 항소 법원은 화요일 미국 정부가 하급 법원의 결정을 뒤집으면서 9월 11일 조사의 일환으로 구금된 사람들의 이름을 보류할 수 있다고 판결했다.,3.1
6767,korsts_val,"그 시간은 3월 18일 오전 4시경, 첫 번째 핀포인트 미사일이 수도에 쏟아져 내리기 불과 몇 시간 전이었다.",이 점령은 미국 최초의 공습이 있기 몇 시간 전인 3월 18일 오전 4시에 일어났다.,1.9
6772,korsts_val,우크라이나 대통령 레오니드 쿠흐마는 오늘 우크라이나와 러시아의 국경 분쟁이 더욱 악화되면서 라틴 아메리카를 방문하는 것을 갑자기 중단했다.,이 분쟁으로 인해 우크라이나 대통령 레오니드 쿠흐마는 남미 공식 방문을 중단하게 되었다.,2.8
6774,korsts_val,"지난 4개월 동안 약 25개의 정부가 서명했는데, 지난 3주 동안 약 절반의 정부들이 서명했다.","국무부 목록에 따르면, 지난 4개월 동안 약 25개국이 지난 3주 동안 약 절반이 상호 협정에 서명했다.",3.1
6775,korsts_val,위원회는 상무부에 60일 이내에 업무에 대한 수정된 수치를 발행하도록 명령했다.,그것은 상무부에 60일 이내에 대응할 것을 요구했다.,2.4
6776,korsts_val,"이 회사는 올여름말 800개의 핫스팟 또는 ""Wi-fi Zones""을 출시할 예정이며 연말까지 2,100개 이상의 핫스팟을 보유할 계획이다.","이 서비스는 올여름말 800개의 장소로 시작될 것이며 연말까지 2,100개의 장소를 빠른 계획으로 확보할 것이다.",3.1
6777,korsts_val,금의 상승은 뉴욕에서 마지막으로 인용된 4.77 달러 / 79에서 온스당 은을 4.81 달러 / 83로 줄였습니다.,골드 바운스는 뉴욕에서 마지막으로 인용된 4.80 달러 / 82에서 온스당 4.83 달러 / 85 달러로 은을 올려 다른 귀금속을 더 높게 끌어올렸습니다.,3.0
6778,korsts_val,"나스닥 주식시장에서 오후 거래에서 렌딩트리의 주식은 5.99달러, 즉 40.1퍼센트가 20.68달러로 치솟았다.","렌딩 트리의 주식은 21.36 달러를 치른 후 6.21 달러, 즉 42% 상승하여 20.90 달러로 상승했습니다.",2.2
6782,korsts_val,퓨어튠즈 대표들은 수요일에 논평을 하기 위해 즉시 연락할 수 없었다.,퓨어튠즈 대표들은 목요일에 그 소송에 대해 논평할 수 없었다.,2.8
6783,korsts_val,나는 여전히 싸울 기회를 가지고 있다. 그러나 휴이트는 센터 코트에서 다비덴코 6-3 4-6 6-3 7-6 (7-5 )을 극복하기 위해 싸운 후 말했다.,나는 여전히 레드 핫이 마음에 들지 않는다. 휴이트는 중앙 코트에서 다비덴코 6-3 4-6 6-3 7-6 (7-5 )과 싸운 후 말했다.,2.5
6784,korsts_val,목성 주변 지역을 조사하는 두 명의 천문학자들이 20개의 새로운 달들을 발견하여 이 거대한 행성의 총합을 60개로 만드는 발견을 하였다.,"천문학자들은 목성 주위를 도는 8개의 달을 더 발견하여, 그것의 알려진 총합을 60개로 가져왔습니다.",2.9
6785,korsts_val,그들이 한 일은 헌법을 교묘히 피하기 위한 얄팍한 시도라고 그녀는 말했다.,"교회의 변호사인 Shirley Phelps-roper는 분명했다 : ""그들이 한 일은 헌법을 교묘히 피하기 위한 얄팍한 시도""라고 그녀는 말했다.",2.1
6786,korsts_val,경찰은 그 여성이 위협을 느끼고 치안판사의 사무실로 갔다고 말했다.,그 여성은 위협을 느끼고 지방 치안판사의 사무실에서 스택하우스의 체포 영장을 받았다고 보고했다.,2.5
6787,korsts_val,성공회의 보수주의자들을 대표하는 미국 성공회는 별도의 단체를 만들 수 있는 허가를 받을 수 있도록 찾을 것이라고 말했다.,"미국 성공회는, 성공회의 보수주의자들을 대표하며, 지난주 조치들 때문에, 북미에 별도의 지방을 만들 수 있는 허가를 받을 것이라고 말했다.",3.2
6788,korsts_val,"앰겐 주식은 나스닥에서 오후 거래에서 93센트, 즉 1.45% 오른 65.05달러를 기록했다.",알레르간 주식은 뉴욕 증권 거래소의 최근 거래에서 14센트 오른 78.40달러에 거래되었다.,2.3
6793,korsts_val,그는 7이닝 동안 2개의 진루를 허용했고 6개의 헛스윙을 얻었다.,잠브라노는 7이닝을 던지고 5안타 중 2개의 진루와 4개 볼넷을 허용했다.,2.2
6794,korsts_val,"여전히, 그는 말했다, ""나는 우리가 법안을 가질 것이라고 확신한다.""","나는 우리가 법안을 가질 것이라고 확신한다. 먼저, r-tenn., 목요일에 말했다.",2.7
6796,korsts_val,"목요일, 워싱턴 포스트 기사는 월스트리트 저널의 라인과는 달리, 연방정부로부터 50 베이시스 포인트 삭감이 더 가능성이 높다고 주장했다.","목요일, 한 포스트 기사는 연방정부로부터 50 베이시스 포인트 삭감이 더 가능성이 높다고 주장했다.",3.1
6797,korsts_val,턱이 부러지고 무릎 인대가 찢어진 Heatley 씨는 여러 가지 혐의를 받고 있습니다.,Heatley는 토요일 부러진 턱뼈를 수술을 받았고 MRI는 오른쪽 무릎에 찢어진 인대가 두 개가 있는 것을 발견했다.,2.0
6799,korsts_val,에드먼드 사르구스 미 지방 판사는 아크론에 본사를 둔 이 회사가 공장 중 하나에서의 변화가 전반적인 오염 배출량을 증가시킬 것이라고 결정했어야 한다고 판결했다.,미국 지방 판사 에드먼드 사르구스는 목요일에 Firstenergy사가 공장 중 하나를 현대화하면 전반적인 오염 배출량이 증가할 것이라고 결정했어야 했다고 판결했다.,3.1
6800,korsts_val,"폴라드 씨는 ""이것은 제임스의 가족에게 끔찍한 개인적인 비극이자 충격적인 타격이다.""라고 말했다","닉 폴라드, 스카이 뉴스의 대표는 말했다: ""이것은 제임스의 가족에게 충격적인 타격이다.""",2.8
6801,korsts_val,"그들은 깃털처럼 이리저리 던져졌다,라고 고든은 말했다.",콘크리트 장벽(차선 사이)이 깃털처럼 이리저리 던져지고 있었다.,1.9
