index,guid,source,sentence1,sentence2,labels.label,new_label
8179,klue-sts-v1_train_08179,airbnb-rtt,"3일동안 패딩,가방으로 대체하였습니다.",저는 그것을 패딩 재킷과 가방으로 3일 동안 교체했습니다.,3.4,3.4
8180,klue-sts-v1_train_08180,airbnb-sampled,마레지구와 샤틀레 사이의 최고의 위치입니다.,"올드 시티의 그랜드 마스터 궁전, 고고학 박물관 등을 주로 구경한다면 최고의 위치입니다.",0.8,0.8
8181,klue-sts-v1_train_08181,airbnb-rtt,호스트가 영어를 잘해서 의사소통도 원할합니다.,나는 호스트에게 영어를 잘하기 때문에 대화하고 싶습니다.,2.5,2
8182,klue-sts-v1_train_08182,airbnb-sampled,어떤날은 친구들과 파티하는줄 알았습니다.,2층은 호스트가 거주하는거 같았습니다.,0.1,0.1
8183,klue-sts-v1_train_08183,paraKQC-sampled,또 지각하지 말고 거래처 사람들과 만날 때는 제시간에 도착하시길 바랍니다.,언제가 자연어처리 학회 논문 마감일입니까?,0,0
8184,klue-sts-v1_train_08184,airbnb-rtt,지하철 역에서 매우 가까움  집의 크기도 크고 청결함,지하철역에서 매우 가깝습니다. 집은 크고 깨끗합니다.,4.2,4.2
8185,klue-sts-v1_train_08185,airbnb-sampled,환상적인 경치와 최적의 편의시설 갖춘 이 콘도는 우리 가족들에게 최고의 즐거움을 선사했다.,이 숙소는 저와 저의 가족들에게 아주 완벽했습니다.,2,2
8186,klue-sts-v1_train_08186,paraKQC-para,배달의 민족 결제 내역을 메일로 받는 방법이 궁금합니다.,배달의 민족 결제 내역은 어떤 방식으로 메일로 받을 수 있나요?,4,4
8187,klue-sts-v1_train_08187,airbnb-sampled,무엇보다도 인테리어와 방의 구조가 호스트께서 신경많이 썼다는 생각 들었어요,무엇보다 숙소에 엘리베이터가 있다는 게 제일 놀랐어요,1,1
8188,klue-sts-v1_train_08188,airbnb-rtt,여행으로 지친 몸을 쉴 수 있는 공간이였습니다.,그곳은 여행으로 지친 몸을 쉴 수 있는 장소였습니다.,4,4
8189,klue-sts-v1_train_08189,policy-sampled,"우선, 이론교육 중심의 사업장 외 교육훈련(Off-JT)부터 원격훈련을 확대한 이후 현장 교육훈련(OJT)에도 비대면 훈련 방식을 도입한다.","살얼음 신속탐지, 즉시알람 등을 위한 기술을 개발하기 위해 관련 연구개발(RD)도 추진한다.",0.1,0.1
8190,klue-sts-v1_train_08190,airbnb-sampled,"몇가지 아쉬운 점은 숙소 주변이 번화가라 조금 잘 때 시끄럽다는 점, 엘레베이터가 없다는 점이에요.",그리고 무엇보다 숙소에 엘레베이터가 있어 편합니다.,0.5,0.5
8191,klue-sts-v1_train_08191,policy-sampled,국가경쟁력으로 떠오른 K-방역모델의 첫번째 국제표준화 성공 사례가 나왔다.,또한 심사·허가단계에선 허가심사 가이드라인 제공과 우선 허가·심사대상 품목 선정으로 80일 → 30일 이내단축시키는 등 K-방역모델 국제표준화로 세계 방역시장을 선도할 계획이다.,1.7,1.7
8192,klue-sts-v1_train_08192,policy-rtt,이를 통해 2025년까지 43조원의 데이터 시장과 90만개의 일자리 창출을 추진한다.,"이를 통해, 정부는 2025년까지 43조원의 데이터 시장과 900,000개의 일자리 창출을 촉진할 것입니다.",4,4
8193,klue-sts-v1_train_08193,airbnb-sampled,이외에도 구석구석 호스트가 정말 많이 신경썼다는걸 느낄 수 있었습니다.,그리고 무엇보다도 따뜻한 가족을 느낄 수 있었습니다.,0.3,0.3
8194,klue-sts-v1_train_08194,airbnb-rtt,덕분에 포르투에서 즐거운 시간 보냈어요!,당신 덕분에 포르토에서 즐거운 시간을 보냈어요!,3.8,3.8
8195,klue-sts-v1_train_08195,airbnb-rtt,한국어로 기본적인 대화가 가능하였습니다.,한국어로 기본적인 대화가 가능했습니다.,5,5
8196,klue-sts-v1_train_08196,paraKQC-para,가족행사가 잡혀 있는 주는 이번주이신가요 다음주이신가요?,이번주와 다음주 중에서 가족행사가 언제 예정되어 있으십니까?,4.2,4.2
8197,klue-sts-v1_train_08197,paraKQC-sampled,오늘 알람 예약한거 몇 시지?,이번달과 다음달 중 가족 여행은 언제가니?,0,0
8198,klue-sts-v1_train_08198,airbnb-rtt,세탁기는 90분이나 걸리니까 참고하세요.,세탁기는 90분이 걸리니 참고하시기 바랍니다.,4.2,4.2
8199,klue-sts-v1_train_08199,paraKQC-sampled,형광등 원격으로 어떻게 켜?,"잠금장치가 중요할까, 침입 경고장치가 중요할까? 니 생각은 어때?",0,0
8200,klue-sts-v1_train_08200,policy-sampled,"가계의 경우, 신규로 주택을 구입하는 것이 아니라 생활안정자금이 필요한 초고가주택 보유자는 원칙적으로 연간 1억원 한도 이내에서 대출이 가능","특수고용 형태 노동자와 저임금, 비정규직 등 고용보험 가입자를 확대하여 고용안전망을 획기적으로 강화하는 것은 지금 이 시기에 반드시 필요한 일입니다.",0,0
8201,klue-sts-v1_train_08201,policy-sampled,"지난 2월 24일부터 순차적으로 휴관했던 국립 박물관·미술관·도서관(총 24개소)이 6일부터 재개관하고, 국립극장을 포함한 국립공연기관도 공연 등을 개최한다.",지난해 구축한 10개 분야 빅데이터 플랫폼의 1400여 종 데이터를 올해 1월까지 순차적으로 전면 개방·유통하고 다양한 혁신서비스 발굴을 추진한다.,0.1,0.1
8202,klue-sts-v1_train_08202,paraKQC-para,미세먼지 마스크는 어디에서 팝니까?,미세먼지 마스크 파는 곳은?,4,4
8203,klue-sts-v1_train_08203,airbnb-rtt,가장 좋았던 점은 세인트 판크라스 역에서 걸어서 10분거리라는 것입니다.,가장 좋은 점은 세인트루이스에서 걸어서 10분 거리에 있다는 것입니다. 판크라스 역입니다.,3.5,3.5
8204,klue-sts-v1_train_08204,airbnb-rtt,하지만 이 가격대에는 여기보다 더 좋은 숙소는 찾기 힘들 것 같아요,하지만 이 가격대에서는 여기보다 더 좋은 숙소를 찾을 수 없을 것 같아요.,4.4,4.4
8205,klue-sts-v1_train_08205,airbnb-sampled,솔광장이랑 산미구엘이랑도 너무 가깝다.,그리고 솔광장에서 도보로 15분 정도 걸리니 이  점도 고려하세요.,1.2,1.2
8206,klue-sts-v1_train_08206,policy-rtt,2025년까지 10만명의 인공지능·소프트웨어 분야 인력을 양성하고 전 국민을 대상으로 AI 기본 소양 교육을 추진한다.,"그것은 2025년까지 인공지능과 소프트웨어 분야에서 10만 명의 사람들을 훈련시키고, 모든 시민들을 위한 기본적인 AI 훈련을 촉진할 것입니다.",4,4
8207,klue-sts-v1_train_08207,paraKQC-para,네개 이상의 외부연동을 동시에 아웃룩에 하는건 금지되어있어,아웃룩 외부연동은 동시에 네개 이상 하지 않도록 해,3.6,3.6
8208,klue-sts-v1_train_08208,paraKQC-sampled,"혹시 연락이 필요하면 다른 메일이 아닌, 꼭 네이버 계정으로 메일 보내주세요.","교수님이 메일 답장을 더 잘해주셔, 조교님이 더 잘해주셔?",0.8,0.8
8210,klue-sts-v1_train_08210,airbnb-rtt,로마에서 가장 좋았던 거는 다른 관광지들보다도 이 숙소였던것같아요.,로마에서 가장 좋았던 것은 다른 관광명소보다 이 숙박시설이었다고 생각합니다.,4.1,4.1
8211,klue-sts-v1_train_08211,paraKQC-sampled,"안받기로한 메일이 공지야, 설문이야?",지메일의 최대 용량이 얼마인지 알 수 있을까요?,0.3,0.3
8212,klue-sts-v1_train_08212,airbnb-rtt,피렌체 있는동안 교통권 없이 잘 다녔어요,저는 피렌체에서 교통수단을 타지 않고 즐거운 시간을 보냈습니다.,2.5,2.5
8213,klue-sts-v1_train_08213,paraKQC-sampled,트위치 계정에 메일을 몇개 등록할 수 있니?,더 자주 오는 메일 유형을 학회랑 저널 홍보중에 골라줘,0.3,0.3
8214,klue-sts-v1_train_08214,paraKQC-para,"다음주에 텝스 시험이 금요일에 있습니까, 토요일에 있습니까?",다음주 금요일에 텝스 시험을 보는거니 다음주 토요일에 보는거니?,4,4
8215,klue-sts-v1_train_08215,airbnb-rtt,호스트와 함께 지내는 게 아닌 다른 게스트들과 함께 지내는 곳이에요.,이곳은 숙주가 아닌 다른 손님들과 함께 지낼 수 있는 장소입니다.,3.7,3.7
8216,klue-sts-v1_train_08216,airbnb-rtt,덕분에 조용히 훌륭한 휴가를 보낼 수 있었습니다.,당신 덕분에 조용히 멋진 휴가를 보낼 수 있었어요.,3.9,3.9
8217,klue-sts-v1_train_08217,airbnb-rtt,"그녀의 설명때문에, 나는 즐거운 암스테르담 여행을 할 수 있었다.",그녀의 설명 덕분에 암스테르담으로 즐거운 여행을 할 수 있었습니다.,4.1,4.1
8218,klue-sts-v1_train_08218,paraKQC-para,네이버 메일이랑 지메일 중에 어떤 걸 써?,"메일을 써야하는데, 지메일이랑 네이버 중에 뭘 쓸래?",3.1,3.1
8219,klue-sts-v1_train_08219,paraKQC-sampled,대학 후배 결혼식에 늦으면 후배가 평생 너한테 서운해 할테니까 늦지 마.,내일 일곱시에 알람 어떤 벨소리로 울리게 해놨어?,0,0
8220,klue-sts-v1_train_08220,paraKQC-para,추운날이니 밖에 나가지마라고 경고했어,추운날이니 밖에 나가면 큰일나,3.5,3.5
8221,klue-sts-v1_train_08221,airbnb-rtt,처음에는 무슨 서울랜드 거울의 집 기울어진 바닥 걷는 기분이었어요,처음에는 서울랜드 거울의 비스듬한 바닥을 걷는 것 같았어요.,3.8,3.8
8222,klue-sts-v1_train_08222,paraKQC-para,주중에는 약속을 잡을 때 낮으로 잡지 말고 저녁으로 잡게.,평일은 낮 대신 저녁에 약속을 잡으세요.,3.8,3.8
8223,klue-sts-v1_train_08223,policy-rtt,식품의약품안전처는 24일 이 같은 내용의 공적 마스크 개선방안을 발표했다.,식품의약품안전처는 지난 24일 공공 마스크 개선 계획을 발표했습니다.,4,4
8224,klue-sts-v1_train_08224,airbnb-sampled,"냉장고,전자렌지,드라이기 등등 없는거 없었구요","세탁기, 드라이기, 식기세척기 모두 있구요",1.7,1.7
8225,klue-sts-v1_train_08225,airbnb-rtt,엘리베이터 없는 4층 건물인 점도 짐이 많으신 분들은 참고 하세요.,짐이 많으신 분은 엘리베이터가 없는 4층짜리 건물이라는 사실을 참고하세요.,4.3,4.3
8226,klue-sts-v1_train_08226,paraKQC-para,동해와 서해 중 해일 위험이 더 큰 곳은 어디일까?,어느 지역 입니까? 동해와 서해 중 해일 위험이 더 큰 곳은.,4.2,4.2
8227,klue-sts-v1_train_08227,paraKQC-para,자외선 강할 때는 일반 화장품 말고 선크림 바르자.,자외선 강할 때는 잊지 말고 선크림 발라야 해요.,3.2,3.2
8228,klue-sts-v1_train_08228,paraKQC-sampled,논문 발표 일정이 언제인지 알려주세요.,회사 출장이랑 약속 더블로 잡으면 약속 못 가는 거니까 그렇게 겹쳐서 잡지 마.,0.2,0.2
8229,klue-sts-v1_train_08229,airbnb-rtt,찾기 쉬운 위치에 있고 조용한 동네에요.,그곳은 찾기 쉽고 조용한 동네입니다.,4.1,4.1
8230,klue-sts-v1_train_08230,paraKQC-sampled,달래느라 한나절 보내기 싫으면 여자친구하고 약속 미루지 않는 게 좋을 거에요.,레포트 제출할 거면 늦지 말고 제출해.,0,0
8231,klue-sts-v1_train_08231,airbnb-sampled,진짜 주인분들 너무 착하시고 배려심 깊으심 최고,주인분은 응답 바로바로 하시고 빠릅니다,2,2
8232,klue-sts-v1_train_08232,airbnb-rtt,넓은 집과 좋은 위치가 매우 만족스러운 공간입니다,넓은 집과 좋은 위치는 매우 만족스럽습니다.,3.9,3.9
8233,klue-sts-v1_train_08233,policy-rtt,프로그램 꾸준하게…관광객 유형별 지역 대표 프로그램,일관성 있게 프로그램합니다…관광유형별 지역대표 프로그램입니다.,3,3
8234,klue-sts-v1_train_08234,airbnb-rtt,호세의 아파트에 있는 마드리드 여행 내내 너무나 편했습니다.,호세의 아파트에 있는 마드리드로 여행하는 동안 저는 매우 편안함을 느꼈습니다.,4,4
8235,klue-sts-v1_train_08235,policy-sampled,화상회의 서비스·제품의 보안점검이나 클라우드 보안인증에 관심있는 기업은 한국인터넷진흥원의 아래 연락처로 문의하면 된다.,작년 공공기관의 구매실적에 8%를 적용하면 대략 11조원으로 추산된다.,0,0
8236,klue-sts-v1_train_08236,paraKQC-sampled,형광등 원격 조작법이 뭐야?,이거 보일러 모드 어떻게 설정하는 지 좀 알려줘,0,0
8237,klue-sts-v1_train_08237,paraKQC-sampled,구월 셋째 주 말고 구월 둘째 주 전에 선풍기 청소와 보관 잊지말자.,다른 채널로 돌리면 안돼,0,0
8239,klue-sts-v1_train_08239,paraKQC-para,썰매 말고 스키 타 봐. 눈 올 때는.,눈 올 때는 썰매 말고 스키 타는 것을 권장합니다.,3.4,3.4
8240,klue-sts-v1_train_08240,airbnb-sampled,"더블린을 떠나서 푸른 바다, 초록 풀밭, 바위산, 초원위에 양들, 고요","근처 비치에 갈때 파라솔, 부기 보트 등 집에 있던 기존 것들 쓸 수 있고요",0.1,0.1
8241,klue-sts-v1_train_08241,airbnb-sampled,"교통, 위치, 청결 다 정말 좋았습니다.","가격, 위치, 청결도, 인테리어, 주방 다 좋았습니다.",3,3
8242,klue-sts-v1_train_08242,paraKQC-sampled,예정된 뮤지컬 가기로 한 거 몇 시에 시작하나요?,스터디 일정이 이번주에는 어떻게 되나요?,0,0
8243,klue-sts-v1_train_08243,paraKQC-sampled,먼저 찬게 정크 메일함이야 받은 메일함이야?,학교 성적표 수령수단으로 등기는 피해,0,0
8244,klue-sts-v1_train_08244,paraKQC-sampled,중부지방에 장마가 그치는 날짜는?,시간이 어떻게 됩니까? 서울 여의도 벚꽃 축제.,0,0
8245,klue-sts-v1_train_08245,airbnb-sampled,피렌체에 다시 온다면 고민도 없이 이곳에 다시 올거예요!,다음에 다시와도 무조건 여기 묵을 거예요!,2,2
8246,klue-sts-v1_train_08246,policy-sampled,세부 지원계획은 ▲인적·물적 인프라 구축(19억) ▲해외시장 개척과 진출을 위한 지원사업(18억) ▲수출 장애요인 해소 및 수출 확대 여건 조성 사업(22억) 등이다.,또 코로나19 종식 후 관광 내수 시장 활성화 방안과 고용 안정을 위한 특별고용지원업종 지정 등을 건의했다.,0,0
8247,klue-sts-v1_train_08247,airbnb-sampled,데스크 직원도 항시 상주하며 무척 친절합니다.,연락도 바로 바로 가능하며 너무 친절합니다.,2.2,2.2
8248,klue-sts-v1_train_08248,paraKQC-sampled,교수님은 미팅에 늦으면 정말 화내시니까 늦지 마.,토플 스터디 모임을 몇 시에 하기로 했죠?,0,0
8249,klue-sts-v1_train_08249,airbnb-sampled,마지막 날에 침대에서 뻘레가 나왔어요.,그리고 마지막날 만난 아파트의 고양이도 귀여웠습니다.,0.7,0.7
8250,klue-sts-v1_train_08250,policy-rtt,또 국민취업지원제도의 시행으로 사회안전망 사각지대를 해소하면서 4대 사회보험 부과체계 효율화 방안 마련 등 사회보장제도의 효율화를 추진한다.,"또한, 4대 사회보험제도 합리화 방안 마련과 함께 국가고용지원제도 시행을 통해 사회안전망 사각지대에 대처하는 등 사회보장제도의 효율화를 도모할 계획입니다.",3.8,3.8
8251,klue-sts-v1_train_08251,airbnb-rtt,다만 집 주변이 살짝 외진 곳 같습니다.,"하지만, 집 주변이 약간 외진 것 같아요.",4.1,4.1
8252,klue-sts-v1_train_08252,airbnb-sampled,너무나 자상하고 꼼꼼이 배려 도움 주신것에 다시 감사 드립니다.,주저없이 기꺼이 도와주시던 두 호스트분께 다시 감사드립니다.,2,2
8253,klue-sts-v1_train_08253,airbnb-sampled,방이넓음 화장실을 같이써야함 변기와 씻는곳이따로있음,전철 2호선 5호선이 같이 통과하는 곳입니다,0,0
8254,klue-sts-v1_train_08254,paraKQC-para,저녁 약속 이번주에 잡힌 게 몇 건인데?,이번주에 잡혀있는 저녁 약속이 총 몇 개지?,3.4,3.4
8255,klue-sts-v1_train_08255,paraKQC-para,평일 약속은 낮 말고 저녁으로 잡으시지요.,약속은 평일에는 낮 말고 저녁에 잡도록 하십시오.,4.4,4.4
8256,klue-sts-v1_train_08256,paraKQC-sampled,미세먼지 지수가 높을 땐 운동을 하지 않도록 합니다.,내일 파도의 세기가 심할지 고요할지 알고싶어.,0,0
8257,klue-sts-v1_train_08257,paraKQC-para,약속 시간이 됐으면 절대 약속 바꾸지 마시게.,약속 시간 다 돼서 미루는 건 있을 수 없는 일이야.,2.8,3.5
8258,klue-sts-v1_train_08258,airbnb-rtt,"욕실, 냉장고, 침실 모두 매우 청결했습니다.","욕실, 냉장고, 침실은 모두 매우 깨끗했습니다.",4.7,4.7
8259,klue-sts-v1_train_08259,airbnb-sampled,다만 한가지 아쉬운점은 너무 도심에 위치하다,한 가지 아쉬운점은 이불에 먼지가 참 많았습니다,1.7,1.7
8260,klue-sts-v1_train_08260,paraKQC-para,등산은 안됩니다. 폭우 일 때는.,폭우 시에는 등산을 금합니다.,4.2,4.2
8261,klue-sts-v1_train_08261,airbnb-rtt,호주에서 제일 좋았던 추억은 어느 관광지도 아닌 이 집이였습니다,호주의 최고의 기억은 관광지가 아닌 이 집이었습니다.,4,4
8262,klue-sts-v1_train_08262,policy-rtt,"수업만으로 기초 학력이 부족한 경우 담임교사, 상담교사 등이 다중지원팀을 꾸려 추가적으로 지도한다.","만약 기초교육이 수업만으로 충분하지 않다면, 담임교사와 상담사들은 그들을 더 잘 지도하기 위해 다중지원팀을 설립할 것입니다.",2.7,3.5
8263,klue-sts-v1_train_08263,paraKQC-para,영화 예약은 한시간 전에 취소하면 돈을 안 거슬러 주니까 그러지 마.,한시간 전에 영화 예약 취소하면 환불 안 해주니까 취소하지 마.,4.3,4.3
8264,klue-sts-v1_train_08264,paraKQC-sampled,인덕션 쓰고 있으면 혼나,선풍기 시간 어떻게 조절하니?,0,0
8265,klue-sts-v1_train_08265,airbnb-sampled,낭만적인 테라스와 넒은 침실도 만족스러웠습니다.,"침구와 실내 인테리어, 주방기구, 화장실 등은 매우 만족스러웠습니다.",0.9,0.9
8266,klue-sts-v1_train_08266,airbnb-rtt,침실방의 창에서 햇살이 잘 드는 점도 좋았습니다.,저는 또한 침실의 창문이 햇볕이 쨍쨍하다는 사실이 좋았습니다.,3.3,3.3
8267,klue-sts-v1_train_08267,paraKQC-para,눈을 보호하려면 독서등은 얼마나 밝아야 하니?,눈 보호를 위한 독서등 밝기는 어떻게 조절해?,3.2,3.2
8268,klue-sts-v1_train_08268,airbnb-sampled,샤워하는 그 순간이 너무 행복했었습니다.,하지만 창밖으로 보이는 에펠탑을 보는 순간 너무 행복했습니다.,0.9,0.9
8269,klue-sts-v1_train_08269,airbnb-rtt,더블린에서 편안한 숙소 덕분에 좋은 여행 했습니다.,더블린에서의 편안한 숙박 덕분에 우리는 즐거운 여행을 했습니다.,3.8,3.8
8270,klue-sts-v1_train_08270,airbnb-rtt,"식기 세척기, 세탁기 등 모든 것이 잘 작동했다.",식기 세척기와 세탁기를 포함하여 모든 것이 잘 작동했습니다.,4.2,4.2
8271,klue-sts-v1_train_08271,paraKQC-para,예능이랑 드라마 중에 너가 더 좋아하는 게 뭐야?,예능이랑 드라마 중에 더 보고싶은거 말해봐,3.7,3.7
8272,klue-sts-v1_train_08272,policy-sampled,"어업인 안전체험관 확대, VR 체험시설 신설, 승선실습 확대 등 체험교육을 강화해 어업인, 선원 등 해양수산 종사자들의 안전사고 대응 역량을 키운다.","해양안전체험관을 안산과 진도에 건립을 본격 추진하고, 대국민 해양안전교육과 어린이·노인 등을 대상으로 하는 안전문화 체험교육도 연 3회 실시한다.",0.6,0.6
8273,klue-sts-v1_train_08273,airbnb-rtt,버튼 위를 몸쪽으로 누르면 켜진겁니다 !,"버튼을 몸쪽으로 누르면, 켜집니다!",2.3,3
8274,klue-sts-v1_train_08274,airbnb-rtt,시내 주요지점에 모두 갈 수 있는 지하철 4호선역과 가까워서 교통이 편리합니다.,도시의 모든 주요 지점으로 갈 수 있는 지하철 4호선 역과 가깝기 때문에 교통이 편리합니다.,4,4
8275,klue-sts-v1_train_08275,airbnb-rtt,우리는 숙소에서 호바트 최고의 컨디션으로 지낼수있었다.,우리는 그 숙소에서 호바트의 최상의 상태를 유지할 수 있었습니다.,4,4
8276,klue-sts-v1_train_08276,airbnb-rtt,전체적으로 질 높은 숙박환경이었습니다.,"전반적으로, 그것은 고품질의 숙박시설이었습니다.",4,4
8277,klue-sts-v1_train_08277,airbnb-rtt,호스트가 제공하는 자료도 매우 좋습니다,호스트에서 제공하는 리소스도 매우 우수합니다.,3.5,3.5
8278,klue-sts-v1_train_08278,paraKQC-para,쿠팡 말고 티몬에서 특가메일이 오면 알려줘,티몬 특가를 놓치지 않도록 메일 자주 확인하고 메일 오면 알려줘.,2.6,2.6
8279,klue-sts-v1_train_08279,policy-rtt,이를 위한 공공임대는 2025년까지 총 4만호가 공급될 예정이다.,"2025년까지 총 40,000대의 공공 임대 시설이 공급될 예정입니다.",4,4
8280,klue-sts-v1_train_08280,paraKQC-para,내일 오후 파티 시간이 몇 시지?,내일 오후 몇 시에 파티가 열립니까?,4.2,4.2
8281,klue-sts-v1_train_08281,paraKQC-sampled,여름철말고 겨울철에는 집안 난방 온도가 어느 정도 되어야 한다고 생각하오?,얘야 네가 화장실하고 현관 중에 조명 켜고 싶은 곳이 어디이니?,0,0
8282,klue-sts-v1_train_08282,policy-sampled,종교활동시에는 모든 단계에서 기본 방역수칙이 의무화되며 단계별 방역 강화 조치를 원칙으로 한다.,이와 함께 근무·등교·종교활동 시에도 단계별로 방역 방안을 준수해야 한다.,2.2,2.2
8283,klue-sts-v1_train_08283,policy-sampled,3D VR 콘텐츠 스타트업 C사는 통신사와 함께 해외에 진출하는 등 5G 상용화로 매출액이 2018년 대비 178% 증가한 50억 원을 기록했다.,이와함께 수소 충전소 구축에 걸림돌이 되는 입지제한 및 이격거리 완화와 운전자 셀프충전 규제 완화 등 방안을 마련했다.,0,0
8284,klue-sts-v1_train_08284,paraKQC-sampled,처음 볼 때 갈 만한 곳이 어디인지 말해줘.,몸을 반으로 쪼갤 생각이 아니라면 이중 저녁 약속은 잡지 마.,0,0
8285,klue-sts-v1_train_08285,paraKQC-sampled,학교 메일 절대 건들지마,최근 언제 스팸메일이 도착했지?,0.5,0.5
8286,klue-sts-v1_train_08286,paraKQC-sampled,배달음식 주문하는 것 좀 줄여,집에 습도기 계속 작동시켜놔,0,0
8287,klue-sts-v1_train_08287,policy-sampled,또한 공공 실외체육시설에서의 행사와 스포츠 관람 등은 필수 행사부터 무관중 혹은 소규모 경기로 점진적으로 시행해야 한다.,그러나 학생들 입장에서는 이와 같은 수업도 성실히 참여해야 한다.,0.1,0.1
8288,klue-sts-v1_train_08288,policy-rtt,"의료진을 어떻게 보호하고, 의료자원을 얼마나 충분히 확보하는 지가 앞으로 싸움의 승패를 가르는 관건이 될 것입니다.",의료진을 어떻게 보호하고 얼마나 많은 의료 자원을 확보하느냐가 미래의 싸움 결과를 결정하는 열쇠가 될 것입니다.,4.3,4.3
8289,klue-sts-v1_train_08289,policy-sampled,청약 경쟁 시 장기요양 등급자(3등급이하)에 대한 우선선정 기준을 마련해 고령자가 지역사회에서 계속 거주하는 것을 적극 지원한다.,회사나 학교 등 사람이 많은 곳에 가는 것도 자제해야합니다.,0,0
8290,klue-sts-v1_train_08290,airbnb-rtt,귀여운 아이들과 친절한 호스트들 덕에 좋은 시간이였습니다!,귀여운 아이들과 친절한 호스트들 덕분에 좋은 시간이었어요!,4.8,4.8
8291,klue-sts-v1_train_08291,paraKQC-para,내일 레포트 제출 마감이 몇 시지?,내일 몇 시까지 레포트 제출해야 하나요?,4.1,4.1
8292,klue-sts-v1_train_08292,paraKQC-sampled,논문발표 날에 갑자기 수정하지 말고 미리미리 준비하셨으면 합니다.,다음주 중에 출국 일정이 있는 날짜가 며칠이야?,0,0
8293,klue-sts-v1_train_08293,paraKQC-para,잊지 말고 알람 꼭 설정해 두세요.,알람은 잊지 말고 반드시 설정해 놓으셔야 합니다.,4,4
8294,klue-sts-v1_train_08294,airbnb-sampled,"가성비 좋고 클락키와 가까운 위치, 간단한 조식 제공.","좋은 위치, 친절한 호스트 모두 좋았습니다",0.8,0.8
8295,klue-sts-v1_train_08295,paraKQC-para,강수 확률이 오십 퍼센트 이상이야? 이십퍼센트 미만이야?,강수 확률이 오십 퍼센트 이상과 이십퍼센트 미만 중 무엇인지 알려줘.,4.2,4.2
8296,klue-sts-v1_train_08296,policy-sampled,"지역별로도 우리 수출의 66%를 차지하는 4대(중국과 미국, EU, 아세안) 시장의 하루 평균 수출액이 25개월만에 모두 플러스로 전환됐다.",세계 인구와 무역 규모가 전 세계에서 차지하는 비중이 30%에 달하는 세계 최대 FTA(자유무역협정) 시장이 탄생했다.,0,0
8297,klue-sts-v1_train_08297,airbnb-sampled,침실방과 부엌이 생각보다 조금 작았어요.,처음에 생각한 것보다는 숙소가 조금 작았어요.,2,2
8298,klue-sts-v1_train_08298,policy-sampled,‘진실·화해를 위한 과거사정리위원회’는 2005~2010년 우리 사회의 과거사 문제에 대한 해결을 시도했다.,국가인권위원회·국민권익위원회의 경찰권 남용에 대한 감시도 확대하기로 했다.,0,0
8299,klue-sts-v1_train_08299,policy-rtt,올해는 국민들과 함께 여행주간 광고를 만든다.,"올해, 그들은 사람들과 함께 매주 여행 광고를 만듭니다.",3.7,3.7
8300,klue-sts-v1_train_08300,airbnb-sampled,심포니 오브 라이트도 이십몇분이면 걸어갑니다.,밤이되면 토미공간은 커텐으로 분리됩니다.,0,0
8301,klue-sts-v1_train_08301,airbnb-sampled,다른곳 보다 식기도 깨끗한편히고 냉장고도 잘됩니다.,"정말 너무 친절하고 깨끗한 숙소, 의사소통도 잘 됩니다 !",1.6,1.6
8302,klue-sts-v1_train_08302,paraKQC-sampled,아웃룩을 사용할 때 외부 메일 연동이 더 편해 아니면 지메일을 사용할 때가 더 편해?,지메일은 최대 몇개까지 계정을 만들 수 있나요?,0.5,0.5
8303,klue-sts-v1_train_08303,paraKQC-para,놓치지 말고 할아버지 병문안을 제 시간에 하십시오.,할아버지 병문안은 까먹지 말고 제 시간에 해야한다.,3.9,3.9
8304,klue-sts-v1_train_08304,airbnb-sampled,정말 쏘렌이 오래동안 실아왔던 집 같습니다,이 집의 가장 큰 장점은 위치일것 같습니다.,0.2,0.2
8305,klue-sts-v1_train_08305,paraKQC-para,보일러 켜는 방법 좀 알려줘,보일러 전원 켜는 방법을 알려줘,3.7,3.7
8306,klue-sts-v1_train_08306,policy-sampled,특히 우한에 다녀온 내국인은 발열 또는 호흡기 증상이 확인될 경우 국가지정 입원치료병상에 이송해 격리·검사를 실시한다.,등교중지 기간이 종료된 이후에는 최종 증상 여부를 학교에서 확인해 등교 지도를 한다.,0.1,0.1
8308,klue-sts-v1_train_08308,paraKQC-para,넌 어떤 계기로 메일 주소를 만들게 되었니?,넌 메일 주소가 어디에 필요해서 만들게 되었어?,3.3,3.3
8309,klue-sts-v1_train_08309,airbnb-rtt,차량 주차가 필요하신 분은 절대 이용하지 마세요.,차를 주차해야 할 때는 절대 사용하지 마세요.,3.8,3.8
8310,klue-sts-v1_train_08310,paraKQC-para,혹시 뭐가 더 먼저 서비스가 끊길지 아니? 네이트 메일이랑 한메일 중에,뭐가 더 먼저 종료해? 네이트 메일? 한메일?,3.7,3.7
8311,klue-sts-v1_train_08311,airbnb-rtt,"하지만 감각있는 인테리어와 깔끔한 부엌, 과 화장실은 매우 좋았습니다.","하지만 감각적인 인테리어, 깨끗한 주방, 그리고 과일과 욕실은 매우 좋았습니다.",3.8,3.8
8312,klue-sts-v1_train_08312,airbnb-rtt,역 사거리에 맥도날드 스타벅스 프렌차이즈도 다 있었습니다.,역사 거리에는 맥도날드 스타벅스 체인점이 있었습니다.,3.7,3.7
